workerId,speakMaori,compMaori,maoriEducation,linguistics,age,gender,ethnicity,bornNz,island,outsideNz,regionMost,education,mediaMaori,socialMaori,children,maoriList,regionCurrentLive,duration,firstLang,firstLangCountry,otherLangs,hawaii,anyPolynesian,whichPolynesian,maoriRespect,maoriCompulsory,formerParticipants,maoriProf,ethnicity1,regionMost1,maoriExpo,regionCurrentLive1,maoriAttitude
nz_35,1,2,3,no,30-39,woman,European/P?keh?,Yes,north,No,Hawke's Bay,undergraduate,5,5,No,8,Hawke's Bay,short,English,NZ,None,No,No,None,5,5,No,3,Non M,north,10,north,10
nz_36,1,1,1,no,18-29,woman,European/P?keh?/other_ethnicity,Yes,north,No,Wellington,high school,4,2,No,7,Otago,short,English,NZ,fra,No,No,None,5,5,No,2,Non M,north,6,south,10
nz_37,0,0,0,no,30-39,woman,European/P?keh?,Yes,south,No,Canterbury,high school,3,1,Yes,2,Canterbury,long,English,NZ,jpn,No,No,None,4,3,No,0,Non M,south,4,south,7
nz_38,1,1,1,lang,18-29,man,European/P?keh?/M?ori,Yes,south,No,Otago,undergraduate,5,1,No,3,Otago,long,English,NZ,None,No,No,None,3,3,No,2,M,south,6,south,6
nz_39,0,2,2,no,30-39,NS,European/P?keh?,Yes,north,No,Wellington,undergraduate,2,4,No,6,Canterbury,long,English,NZ,None,No,No,None,5,5,No,2,Non M,north,6,south,10
nz_40,1,2,2,no,30-39,woman,European/P?keh?,Yes,north,No,Hawke's Bay,certificate or diploma,4,4,Yes,8,Hawke's Bay,long,English,NZ,None,No,No,None,4,3,No,3,Non M,north,8,north,7
nz_41,1,1,2,no,30-39,woman,European/P?keh?,Yes,north,No,Taranaki,certificate or diploma,4,5,Yes,8,Taranaki,long,English,NZ,None,No,No,None,5,5,No,2,Non M,north,9,north,10
nz_42,1,0,0,no,18-29,woman,European/P?keh?,Yes,south,No,Canterbury,high school,4,3,No,4,Canterbury,long,English,NZ,jpn,No,No,None,4,4,Yes,1,Non M,south,7,south,8
nz_43,0,0,1,no,18-29,woman,Asian,Yes,north,No,Auckland,undergraduate,2,1,No,1,Wellington,short,English,NZ,cmn,No,No,None,5,3,No,0,Non M,north,3,north,8
nz_44,1,0,0,no,18-29,woman,European/P?keh?,Yes,north,No,Manawatu,high school,3,1,Yes,5,Manawatu,long,English,NZ,None,No,No,None,5,5,No,1,Non M,north,4,north,10
nz_45,1,1,1,no,18-29,NB,European/P?keh?,Yes,north,No,Wellington,high school,4,3,No,6,Wellington,long,English,NZ,None,No,No,None,4,5,No,2,Non M,north,7,north,9
nz_46,2,2,0,no,40-49,woman,European/P?keh?/M?ori,Yes,north,No,Auckland,undergraduate,5,4,Yes,8,Hawke's Bay,long,English,NZ,None,No,No,None,5,5,No,4,M,north,9,north,10
nz_47,1,1,2,no,50-59,woman,other_ethnicity,Yes,north,No,Waikato,undergraduate,4,4,No,4,Auckland,long,English,NZ,None,No,No,None,3,4,No,2,Non M,north,8,north,7
nz_48,1,1,4,lang,18-29,woman,European/P?keh?,Yes,north,No,Bay of Plenty,certificate or diploma,4,3,No,8,Waikato,short,English,NZ,None,No,No,None,4,4,No,2,Non M,north,7,north,8
nz_49,1,1,3,no,50-59,woman,European/P?keh?,Yes,south,No,Otago,certificate or diploma,3,3,Yes,4,Otago,long,English,NZ,None,No,No,None,4,5,No,2,Non M,south,6,south,9
nz_50,1,2,2,no,60,NS,European/P?keh?/other_ethnicity,Yes,north,No,Waikato,undergraduate,5,5,No,7,Waikato,long,English,NZ,None,No,No,None,5,5,No,3,Non M,north,10,north,10
nz_51,1,1,0,no,60,woman,European/P?keh?,Yes,north,No,Northland,high school,4,4,No,2,Northland,long,English,NZ,None,No,No,None,5,5,No,2,Non M,north,8,north,10
nz_52,1,0,0,no,30-39,woman,Middle Eastern_Latin American_African,No,north,No,Auckland,undergraduate,3,3,No,2,Auckland,long,English,Other,None,No,No,None,4,3,No,1,Non M,north,6,north,7
nz_53,1,1,1,no,18-29,woman,European/P?keh?,Yes,south,No,Canterbury,undergraduate,5,4,No,7,Canterbury,long,English,NZ,None,No,No,None,5,5,No,2,Non M,south,9,south,10
nz_54,1,1,1,no,18-29,woman,European/P?keh?/M?ori,Yes,north,No,Manawatu,high school,1,2,Yes,4,Canterbury,short,English,NZ,None,No,No,None,5,5,No,2,M,north,3,south,10
nz_55,2,2,2,no,40-49,woman,European/P?keh?/M?ori,Yes,south,No,Southland,certificate or diploma,4,4,Yes,8,Southland,long,English,NZ,None,No,No,None,5,5,No,4,M,south,8,south,10
nz_56,1,1,0,no,18-29,NS,European/P?keh?/Asian,Yes,north,No,Wellington,high school,2,2,No,6,Wellington,long,English,NZ,None,No,No,None,5,5,No,2,Non M,north,4,north,10
nz_57,1,1,1,no,40-49,woman,European/P?keh?/M?ori,Yes,north,No,Bay of Plenty,graduate,4,5,No,7,Waikato,short,English,NZ,None,No,No,None,5,5,No,2,M,north,9,north,10
nz_58,1,1,0,no,60,woman,European/P?keh?,Yes,north,No,Wellington,certificate or diploma,4,5,No,7,Wellington,long,English,NZ,None,No,No,None,5,5,No,2,Non M,north,9,north,10
nz_59,2,2,0,no,60,woman,European/P?keh?,Yes,south,No,Canterbury,graduate,2,4,No,8,Canterbury,long,English,NZ,None,No,No,None,5,5,No,4,Non M,south,6,south,10
nz_60,0,0,0,no,30-39,man,European/P?keh?,Yes,north,No,Auckland,undergraduate,2,2,Yes,1,Auckland,long,English,NZ,None,No,No,None,3,3,No,0,Non M,north,4,north,6
nz_61,1,1,0,no,40-49,woman,European/P?keh?,Yes,north,No,Auckland,undergraduate,3,3,Yes,3,Auckland,long,English,NZ,None,No,No,None,5,5,No,2,Non M,north,6,north,10
nz_62,0,1,0,no,18-29,woman,European/P?keh?,Yes,north,No,Manawatu,undergraduate,1,1,Yes,5,Wellington,short,English,NZ,"fra,prt",No,No,None,5,5,No,1,Non M,north,2,north,10
nz_63,2,2,4,no,18-29,woman,European/P?keh?,Yes,north,No,Auckland,certificate or diploma,4,4,No,4,Canterbury,long,English,NZ,None,No,No,None,5,5,No,4,Non M,north,8,south,10
nz_64,0,0,0,no,30-39,woman,European/P?keh?,Yes,north,No,Auckland,undergraduate,1,3,No,0,Auckland,short,English,NZ,None,No,No,None,3,3,No,0,Non M,north,4,north,6
nz_65,2,2,1,no,18-29,man,Asian,Yes,north,No,Auckland,undergraduate,3,2,No,1,Auckland,long,English,NZ,None,No,No,None,2,2,No,4,Non M,north,5,north,4
nz_66,1,1,1,lang,18-29,woman,European/P?keh?/Asian,Yes,north,No,Auckland,undergraduate,4,2,No,7,Auckland,long,English,NZ,None,No,No,None,5,5,No,2,Non M,north,6,north,10
nz_67,0,0,0,no,18-29,woman,Asian,Yes,north,No,Wellington,high school,3,4,No,3,Auckland,short,English,NZ,fra,No,No,None,4,4,No,0,Non M,north,7,north,8
nz_68,1,1,1,no,18-29,woman,European/P?keh?,Yes,south,No,Canterbury,undergraduate,2,2,No,6,Canterbury,long,English,NZ,None,No,No,None,5,5,No,2,Non M,south,4,south,10
nz_69,1,1,0,no,18-29,woman,European/P?keh?,Yes,north,No,Taranaki,high school,3,3,Yes,9,Taranaki,long,English,NZ,None,No,No,None,4,3,No,2,Non M,north,6,north,7
nz_70,1,1,1,no,30-39,man,European/P?keh?,Yes,north,No,Bay of Plenty,undergraduate,2,2,No,6,Waikato,short,English,NZ,None,No,No,None,5,5,Yes,2,Non M,north,4,north,10
nz_71,1,1,1,no,40-49,woman,European/P?keh?,Yes,south,No,Canterbury,graduate,5,5,No,9,Canterbury,long,English,NZ,None,No,No,None,5,4,Yes,2,Non M,south,10,south,9
nz_72,2,2,0,no,18-29,woman,European/P?keh?,Yes,north,No,Manawatu,high school,4,4,No,8,Wellington,short,English,NZ,None,No,No,None,5,5,No,4,Non M,north,8,north,10
nz_73,1,1,1,no,18-29,woman,European/P?keh?,No,south,No,Canterbury,certificate or diploma,3,2,No,4,Canterbury,long,English,NZ,wls,No,No,None,5,5,No,2,Non M,south,5,south,10
nz_74,1,1,4,no,40-49,woman,European/P?keh?,Yes,south,No,Canterbury,certificate or diploma,4,4,Yes,2,Canterbury,long,English,NZ,None,No,No,None,4,4,No,2,Non M,south,8,south,8
nz_75,1,1,1,no,30-39,woman,European/P?keh?,Yes,north,No,Manawatu,certificate or diploma,3,3,Yes,6,Manawatu,long,English,NZ,None,No,No,None,5,5,No,2,Non M,north,6,north,10
nz_76,1,1,1,no,18-29,man,European/P?keh?/M?ori,Yes,south,No,Southland,high school,5,5,No,8,Canterbury,short,English,NZ,None,No,No,None,5,5,No,2,M,south,10,south,10
nz_77,1,0,0,no,60,woman,European/P?keh?,Yes,north,No,Gisborne,certificate or diploma,2,3,No,2,Gisborne,long,English,NZ,None,No,No,None,2,4,No,1,Non M,north,5,north,6
nz_78,2,1,0,no,18-29,woman,European/P?keh?/Asian,Yes,north,No,Auckland,undergraduate,2,2,No,9,Taranaki,short,English,NZ,tha,No,No,None,5,5,No,3,Non M,north,4,north,10
nz_79,1,2,1,no,18-29,man,European/P?keh?,Yes,north,No,Bay of Plenty,graduate,3,4,No,6,Otago,short,English,NZ,None,No,No,None,5,4,Yes,3,Non M,north,7,south,9
nz_80,1,2,3,no,60,woman,M?ori,Yes,north,No,Auckland,certificate or diploma,4,1,No,6,Bay of Plenty,long,English,NZ,None,No,No,None,3,1,No,3,M,north,5,north,4
nz_81,0,1,0,no,50-59,man,European/P?keh?,No,equal,No,Wellington,certificate or diploma,2,1,Yes,3,Wellington,long,English,NZ,None,No,No,None,4,5,No,1,Non M,north,3,north,9
nz_82,1,1,0,no,40-49,woman,European/P?keh?,Yes,equal,No,Nelson Bays,undergraduate,4,4,Yes,6,Auckland,long,English,NZ,None,No,No,None,5,5,No,2,Non M,south,8,north,10
nz_83,1,1,1,no,18-29,man,European/P?keh?,Yes,south,No,Timaru - Oamaru,undergraduate,3,3,No,4,Otago,short,English,NZ,None,No,No,None,5,5,No,2,Non M,south,6,south,10
nz_84,1,1,0,no,18-29,woman,European/P?keh?,Yes,north,No,Auckland,certificate or diploma,4,5,No,6,Auckland,short,English,NZ,None,No,No,None,5,5,No,2,Non M,north,9,north,10
nz_85,1,1,0,no,40-49,woman,European/P?keh?,Yes,north,No,Auckland,high school,1,2,Yes,3,Auckland,long,English,NZ,None,No,No,None,4,3,No,2,Non M,north,3,north,7
nz_86,1,0,0,no,50-59,woman,European/P?keh?,Yes,north,No,Hawke's Bay,high school,4,4,No,0,Hawke's Bay,long,English,NZ,None,No,No,None,4,4,Yes,1,Non M,north,8,north,8
nz_87,1,0,0,no,50-59,man,European/P?keh?,Yes,south,No,Canterbury,undergraduate,5,5,No,3,Canterbury,long,English,NZ,None,No,No,None,3,3,No,1,Non M,south,10,south,6
nz_88,1,1,4,no,60,woman,European/P?keh?,No,north,No,Auckland,undergraduate,5,4,No,8,Auckland,long,English,Other,None,No,No,None,5,5,No,2,Non M,north,9,north,10
nz_89,1,1,0,no,30-39,woman,European/P?keh?/Pacific Peoples/other_ethnicity,Yes,south,No,Canterbury,graduate,4,5,No,7,Canterbury,long,English,NZ,deu,No,No,None,5,5,No,2,Non M,south,9,south,10
nz_90,2,2,1,no,18-29,woman,European/P?keh?/M?ori,Yes,north,No,Auckland,undergraduate,5,3,Yes,9,Auckland,long,English,NZ,None,No,No,None,5,4,No,4,M,north,8,north,9
nz_91,1,2,3,no,50-59,woman,European/P?keh?,Yes,north,No,Bay of Plenty,certificate or diploma,4,2,No,7,Bay of Plenty,long,English,NZ,None,No,No,None,5,5,No,3,Non M,north,6,north,10
nz_92,1,1,1,no,30-39,woman,European/P?keh?,Yes,north,No,Auckland,certificate or diploma,4,3,Yes,6,Timaru - Oamaru,short,English,NZ,None,No,No,None,5,5,Yes,2,Non M,north,7,south,10
nz_93,0,0,0,no,60,NB,other_ethnicity,Yes,north,No,Auckland,undergraduate,5,1,No,0,Auckland,long,English,NZ,"fra,lat",No,No,None,1,NA,No,0,Non M,north,6,north,NA
nz_94,1,2,1,no,18-29,woman,M?ori,Yes,north,No,Auckland,graduate,5,4,No,9,Hawke's Bay,short,English,NZ,None,No,No,None,5,5,No,3,M,north,9,north,10
nz_95,1,1,0,no,60,woman,European/P?keh?/M?ori,Yes,north,No,Bay of Plenty,certificate or diploma,2,2,No,3,Bay of Plenty,long,English,NZ,None,No,No,None,5,4,No,2,M,north,4,north,9
nz_96,1,2,3,no,18-29,woman,European/P?keh?/M?ori,Yes,north,No,Waikato,high school,4,4,No,9,Bay of Plenty,short,English,NZ,None,No,No,None,5,5,No,3,M,north,8,north,10
nz_97,1,1,1,no,40-49,woman,European/P?keh?,Yes,north,No,Southland,certificate or diploma,4,4,No,4,Southland,long,English,NZ,None,No,No,None,5,5,No,2,Non M,south,8,south,10
nz_98,1,1,2,no,18-29,NB,European/P?keh?,Yes,north,No,Auckland,high school,4,2,No,4,Auckland,long,English,NZ,None,No,No,None,5,4,No,2,Non M,north,6,north,9
nz_99,1,1,0,no,30-39,woman,European/P?keh?,Yes,north,No,Auckland,certificate or diploma,5,5,No,7,Auckland,long,English,NZ,None,No,No,None,4,5,Yes,2,Non M,north,10,north,9
nz_100,2,2,1,lang,30-39,NB,European/P?keh?/M?ori,Yes,north,No,Taranaki,certificate or diploma,4,2,No,6,Taranaki,long,English,NZ,None,No,No,None,5,5,No,4,M,north,6,north,10
